wp_identifier,archive_id,embed_url,sponsors,sponsor_types,subjects,candidates,type,race,cycle,message,air_count,reference_count,market_count,transcript,date_ingested
5958,PolAd_HillaryClinton_c8w80,https://archive.org/embed/PolAd_HillaryClinton_c8w80,"Hillary for America",Multiple,"Candidate Biography","Hillary Clinton",campaign,PRES,2016,pro,0,0,0,,"2016/09/20 2:27:51 UTC"
5959,PolAd_KellyAyotte_ca71k,https://archive.org/embed/PolAd_KellyAyotte_ca71k,"Friends of Kelly Ayotte",Multiple,"Military, Veterans, Homeland Security, Economy","Kelly Ayotte",campaign,NHS1,2016,pro,0,0,0,,"2016/09/20 2:25:02 UTC"
5961,PolAd_DonaldTrump_gs28l,https://archive.org/embed/PolAd_DonaldTrump_gs28l,MoveOn.org,"Hybrid Super PAC","Guns, Candidate Biography","Donald Trump",campaign,PRES,2016,con,81,0,9,,"2016/09/20 2:19:02 UTC"
5962,PolAd_Immigration_Jobs_Elections_ybir7,https://archive.org/embed/PolAd_Immigration_Jobs_Elections_ybir7,"US Chamber of Commerce","Trade Association","Immigration, Jobs, Elections",,campaign,,2016,unknown,0,0,0,,"2016/09/20 2:10:19 UTC"
5964,PolAd_DonaldTrump_kde58,https://archive.org/embed/PolAd_DonaldTrump_kde58,"Republican National Cmte",PAC,"Children, Families, Women, Workers, Taxes, Health Care","Donald Trump",campaign,PRES,2016,pro,1,0,1,,"2016/09/20 2:05:21 UTC"
5965,PolAd_DonaldTrump_p8s4m,https://archive.org/embed/PolAd_DonaldTrump_p8s4m,"Republican National Cmte",PAC,"Children, Families, Women, Workers, Taxes, Health Care","Donald Trump",campaign,PRES,2016,pro,0,0,0,,"2016/09/20 2:04:44 UTC"
5966,PolAd_HillaryClinton_q27y5,https://archive.org/embed/PolAd_HillaryClinton_q27y5,"Rebuilding America Now","Super PAC","Islam, Terrorism, Candidate Biography, Foreign Policy","Hillary Clinton",campaign,PRES,2016,con,0,0,0,,"2016/09/20 2:03:48 UTC"
5967,PolAd_HillaryClinton_h4922,https://archive.org/embed/PolAd_HillaryClinton_h4922,"Rebuilding America Now","Super PAC","Candidate Biography","Hillary Clinton",campaign,PRES,2016,con,197,0,3,,"2016/09/20 2:02:37 UTC"
5968,PolAd_HillaryClinton_dh3rz,https://archive.org/embed/PolAd_HillaryClinton_dh3rz,"Democratic National Cmte",PAC,Elections,"Hillary Clinton",campaign,PRES,2016,pro,6,0,1,,"2016/09/20 2:01:33 UTC"
5969,PolAd_HillaryClinton_jrih5,https://archive.org/embed/PolAd_HillaryClinton_jrih5,"Reform America Fund","Super PAC","Candidate Biography, Campaign Finance","Hillary Clinton",campaign,PRES,2016,con,268,0,1,,"2016/09/20 1:59:36 UTC"
5970,PolAd_DonaldTrump_k0vo7,https://archive.org/embed/PolAd_DonaldTrump_k0vo7,"Rebuilding America Now","Super PAC","Children, Education","Donald Trump",campaign,PRES,2016,pro,0,0,0,,"2016/09/20 1:58:29 UTC"
5953,PolAd_TammyDuckworth_jq5bh,https://archive.org/embed/PolAd_TammyDuckworth_jq5bh,"Kirk for Senate","Candidate Committee","Veterans, Health Care, Candidate Biography","Tammy Duckworth",campaign,ILS2,2016,con,0,0,0,,"2016/09/19 6:39:47 UTC"
5910,PolAd_DonaldTrump_hzr3i,https://archive.org/embed/PolAd_DonaldTrump_hzr3i,"Hillary for America",Multiple,"Obama Birth Certificate, Islam, Education, Terrorism","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/18 9:33:04 UTC"
5909,PolAd_MarkKirk_4wi9t,https://archive.org/embed/PolAd_MarkKirk_4wi9t,"Kirk for Senate","Candidate Committee","Candidate Biography, Families, Civil Rights, Gays and Lesbians, Guns","Mark Kirk",campaign,ILS2,2016,pro,0,0,0,,"2016/09/18 9:31:53 UTC"
5908,PolAd_JoeHeck_b4wi1,https://archive.org/embed/PolAd_JoeHeck_b4wi1,"American Fedn of St/Cnty/Munic Employees",Multiple,"Housing, Taxes, Campaign Finance","Joe Heck",campaign,NVS2,2016,con,422,0,1,,"2016/09/18 9:30:23 UTC"
5911,PolAd_PatToomey_br587,https://archive.org/embed/PolAd_PatToomey_br587,"American Bridge 21st Century","Super PAC","Children, Crime, Guns, Public Health, Campaign Finance","Pat Toomey",campaign,PAS1,2016,con,0,0,0,,"2016/09/18 9:25:40 UTC"
5913,PolAd_KellyAyotte_z9udg,https://archive.org/embed/PolAd_KellyAyotte_z9udg,"Friends of Kelly Ayotte",Multiple,"Children, Health Care, Jobs, Women, Families","Kelly Ayotte",campaign,NHS1,2016,pro,0,0,0,,"2016/09/18 9:24:38 UTC"
5914,PolAd_KellyAyotte_it3my,https://archive.org/embed/PolAd_KellyAyotte_it3my,"Friends of Kelly Ayotte",Multiple,"Women, Health Care","Kelly Ayotte",campaign,NHS1,2016,pro,0,0,0,,"2016/09/18 9:23:50 UTC"
5915,PolAd_ChuckGrassley_7e66y,https://archive.org/embed/PolAd_ChuckGrassley_7e66y,"Grassley Cmte","Candidate Committee","Bipartisanship, Criminal Justice, Families, Drugs, Children, Crime, women, Terrorism","Chuck Grassley",campaign,IAS1,2016,pro,111,0,1,,"2016/09/18 9:22:43 UTC"
5916,PolAd_KellyAyotte_o4bjo,https://archive.org/embed/PolAd_KellyAyotte_o4bjo,"Friends of Kelly Ayotte",Multiple,"Medicare, Bipartisanship","Kelly Ayotte",campaign,NHS1,2016,pro,137,0,1,,"2016/09/18 9:21:06 UTC"
5917,PolAd_RichardBurr_kf33i,https://archive.org/embed/PolAd_RichardBurr_kf33i,"Deborah Ross For Senate, Deborah Ross for Senate","Candidate Committee","Supreme Court, Voting Record","Richard Burr",campaign,NCS2,2016,con,0,0,0,,"2016/09/18 9:20:05 UTC"
5918,PolAd_EvanBayh_ToddYoung_ua8b4,https://archive.org/embed/PolAd_EvanBayh_ToddYoung_ua8b4,"Evan Bayh Cmte","Candidate Committee","Health Care, Taxes, Families, Medicare, Welfare, Drugs","Evan Bayh, Todd Young",campaign,INS2,2016,mixed,0,0,0,,"2016/09/18 9:18:48 UTC"
5919,PolAd_MichaelBennet_k9nxn,https://archive.org/embed/PolAd_MichaelBennet_k9nxn,"Bennet for Colorado","Candidate Committee","City Budget, Candidate Biography, Water","Michael Bennet",campaign,COS1,2016,pro,0,0,0,,"2016/09/18 9:17:47 UTC"
5920,PolAd_RussFeingold_4vo5w,https://archive.org/embed/PolAd_RussFeingold_4vo5w,"Americans for Prosperity","Non Profit","Voting Record, Health Care, Taxes, Debt","Russ Feingold",campaign,WIS2,2016,con,0,0,0,,"2016/09/18 9:14:55 UTC"
5921,PolAd_RussFeingold_7iy2o,https://archive.org/embed/PolAd_RussFeingold_7iy2o,"Americans for Prosperity","Non Profit","Families, Taxes, Voting Record, Debt, Health Care, Financial Regulation","Russ Feingold",campaign,WIS2,2016,con,0,0,0,,"2016/09/18 9:13:59 UTC"
5922,PolAd_DonaldTrump_88t4x,https://archive.org/embed/PolAd_DonaldTrump_88t4x,"Priorities USA Action","Super PAC","Civil Rights, Obama Birth Certificate, Education, Poverty, Jobs","Donald Trump",campaign,PRES,2016,con,5,0,1,,"2016/09/18 9:12:24 UTC"
5923,PolAd_PatrickMurphy_v34by,https://archive.org/embed/PolAd_PatrickMurphy_v34by,"National Republican Senatorial Cmte",PAC,"Candidate Biography","Patrick Murphy",campaign,FLS2,2016,con,190,0,1,,"2016/09/18 9:11:24 UTC"
5924,PolAd_DonaldTrump_HillaryClinton_l0nzs,https://archive.org/embed/PolAd_DonaldTrump_HillaryClinton_l0nzs,"Correct The Record","Hybrid Super PAC","Obama Birth Certificate, Candidate Biography","Donald Trump, Hillary Clinton",campaign,PRES,2016,mixed,3,0,1,,"2016/09/18 9:04:24 UTC"
5925,PolAd_DonaldTrump_mjks3,https://archive.org/embed/PolAd_DonaldTrump_mjks3,MoveOn.org,"Hybrid Super PAC","Candidate Biography, Public Safety","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/18 9:02:14 UTC"
5926,PolAd_ClimateChange_Environment_NaturalDisasters_ike2n,https://archive.org/embed/PolAd_ClimateChange_Environment_NaturalDisasters_ike2n,"NextGen Climate Action",Multiple,"Climate Change, Environment, Natural Disasters, Energy",,campaign,,,unknown,0,0,0,,"2016/09/18 9:00:52 UTC"
5927,PolAd_TedStrickland_7dbuy,https://archive.org/embed/PolAd_TedStrickland_7dbuy,"Fighting for Ohio Fund","Super PAC","Voting Record, Jobs, State Finances, Taxes","Ted Strickland",campaign,OHS2,2016,con,226,0,1,,"2016/09/18 8:59:09 UTC"
5887,PolAd_RonJohnson_1532j,https://archive.org/embed/PolAd_RonJohnson_1532j,"League of Conservation Voters",Multiple,"Climate Change, Science, Environment, Energy, Campaign Finance","Ron Johnson",campaign,WIS2,2016,con,8,0,1,,"2016/09/16 2:26:42 UTC"
5888,PolAd_DonaldTrump_oi9e4,https://archive.org/embed/PolAd_DonaldTrump_oi9e4,"Hillary for America",Multiple,"Candidate Biography, Legal Issues, Retirement, Education","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/16 2:25:56 UTC"
5889,PolAd_DonaldTrump_HillaryClinton_vlc0x,https://archive.org/embed/PolAd_DonaldTrump_HillaryClinton_vlc0x,"Hillary for America",Multiple,"Taxes, Candidate Biography, Foreign Policy, Health Care, Campaign Finance","Donald Trump, Hillary Clinton",campaign,PRES,2016,mixed,0,0,0,,"2016/09/16 2:23:40 UTC"
5891,PolAd_CatherineCortezMasto_0okod,https://archive.org/embed/PolAd_CatherineCortezMasto_0okod,"Catherine Cortez Masto for Senate","Candidate Committee","Candidate Biography, Women, Crime, Criminal Justice, Bipartisanship, Terrorism","Catherine Cortez Masto",campaign,NVS2,2016,pro,265,0,1,,"2016/09/16 2:21:41 UTC"
5890,PolAd_DeborahRoss_q567t,https://archive.org/embed/PolAd_DeborahRoss_q567t,"Deborah Ross For Senate, Deborah Ross for Senate","Candidate Committee","Candidate Biography","Deborah Ross",campaign,NCS2,2016,pro,0,0,0,,"2016/09/16 2:19:34 UTC"
5892,PolAd_KatieMcginty_f727k,https://archive.org/embed/PolAd_KatieMcginty_f727k,"US Chamber of Commerce","Trade Association","State Budget, Taxes, Education, State Finances, Bipartisanship","Katie McGinty",campaign,PAS1,2016,con,356,0,1,,"2016/09/16 2:17:44 UTC"
5893,PolAd_HillaryClinton_k24od,https://archive.org/embed/PolAd_HillaryClinton_k24od,"Great America PAC","Hybrid Super PAC","Energy, Jobs, Workers","Hillary Clinton",campaign,PRES,2016,con,0,0,0,,"2016/09/16 2:16:31 UTC"
5894,PolAd_DeborahRoss_r5g4y,https://archive.org/embed/PolAd_DeborahRoss_r5g4y,"National Republican Senatorial Cmte",PAC,"Children, Legal Issues, Crime, Religion, Candidate Biography, Criminal Justice","Deborah Ross",campaign,NCS2,2016,con,0,0,0,,"2016/09/16 2:15:34 UTC"
5895,PolAd_ToddYoung_re3zq,https://archive.org/embed/PolAd_ToddYoung_re3zq,"Senate Majority PAC","Super PAC","Social Security, Retirement","Todd Young",campaign,INS2,2016,con,0,0,0,,"2016/09/16 2:14:37 UTC"
5866,PolAd_RonJohnson_RussFeingold_9aapy,https://archive.org/embed/PolAd_RonJohnson_RussFeingold_9aapy,"League of Conservation Voters",Multiple,"Campaign Finance, Taxes, Energy, Environment","Ron Johnson, Russ Feingold",campaign,WIS2,2016,mixed,0,0,0,,"2016/09/15 3:30:28 UTC"
5868,PolAd_DonaldTrump_0rafw,https://archive.org/embed/PolAd_DonaldTrump_0rafw,"Correct The Record","Hybrid Super PAC","Education, Legal Issues, Candidate Biography","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/15 3:23:31 UTC"
5867,PolAd_PatToomey_KellyAyotte_JohnMccain_34p8m,https://archive.org/embed/PolAd_PatToomey_KellyAyotte_JohnMccain_34p8m,"National Republican Senatorial Cmte",PAC,"election, Jobs, Workers, Bipartisanship, Supreme Court","Chuck Grassley, John McCain, Kelly Ayotte, Marco Rubio, Mark Kirk, Pat Toomey, Richard Burr, Rob Portman, Ron Johnson, Todd Young",campaign,PAS1,2016,pro,0,0,0,,"2016/09/15 3:21:19 UTC"
5869,PolAd_DonaldTrump_03x83,https://archive.org/embed/PolAd_DonaldTrump_03x83,MoveOn.org,"Hybrid Super PAC",election,"Donald Trump",campaign,PRES,2016,con,18,0,9,,"2016/09/15 3:18:04 UTC"
5870,PolAd_PatToomey_DonaldTrump_l5rb2,https://archive.org/embed/PolAd_PatToomey_DonaldTrump_l5rb2,MoveOn.org,"Hybrid Super PAC","Candidate Biography, Immigration, Civil Rights, Women, Military, Foreign Policy","Donald Trump, Pat Toomey",campaign,PAS1,2016,con,0,0,0,,"2016/09/15 3:16:14 UTC"
5871,PolAd_RichardBurr_bct62,https://archive.org/embed/PolAd_RichardBurr_bct62,"ClearPath Action","Super PAC","Energy, Economy, Environment","Richard Burr",campaign,NCS2,2016,pro,0,0,0,,"2016/09/15 3:13:29 UTC"
5872,PolAd_PatToomey_zrb6t,https://archive.org/embed/PolAd_PatToomey_zrb6t,"Independence USA PAC","Super PAC","Bipartisanship, Guns","Pat Toomey",campaign,PAS1,2016,pro,195,0,1,,"2016/09/15 3:10:23 UTC"
5873,PolAd_DeborahRoss_57k1a,https://archive.org/embed/PolAd_DeborahRoss_57k1a,"National Rifle Assn",PAC,"Guns, Voting Record","Deborah Ross",campaign,NCS2,2016,con,0,0,0,,"2016/09/15 3:09:21 UTC"
5874,PolAd_HillaryClinton_83rsx,https://archive.org/embed/PolAd_HillaryClinton_83rsx,"Hillary for America",Multiple,"Children, Education, Women","Hillary Clinton",campaign,PRES,2016,pro,0,0,0,,"2016/09/15 3:04:54 UTC"
5856,PolAd_HillaryClinton_DonaldTrump_lyyw7,https://archive.org/embed/PolAd_HillaryClinton_DonaldTrump_lyyw7,"Republican National Cmte",PAC,"Military, Foreign Policy, Terrorism, Homeland Security","Donald Trump, Hillary Clinton",campaign,PRES,2016,mixed,0,0,0,,"2016/09/14 10:08:45 UTC"
5855,PolAd_RussFeingold_2ebtc,https://archive.org/embed/PolAd_RussFeingold_2ebtc,"Russ For Wisconsin","Candidate Committee","Candidate Biography, Agriculture","Russ Feingold",campaign,WIS2,2016,pro,0,0,1,,"2016/09/14 10:07:29 UTC"
5854,PolAd_JohnMccain_8kubr,https://archive.org/embed/PolAd_JohnMccain_8kubr,"Kirkpatrick For Senate","Candidate Committee",Immigration,"John McCain",campaign,AZS1,2016,con,0,0,0,,"2016/09/14 10:06:29 UTC"
5744,PolAd_PatrickMurphy_MarcoRubio_5045x,https://archive.org/embed/PolAd_PatrickMurphy_MarcoRubio_5045x,"Libre Initiative","Non Profit","Voting Record, Taxes, Candidate Biography","Marco Rubio, Patrick Murphy",campaign,FLS2,2016,mixed,114,0,1,,"2016/09/14 8:54:29 UTC"
5743,PolAd_MarcoRubio_PatrickMurphy_gz050,https://archive.org/embed/PolAd_MarcoRubio_PatrickMurphy_gz050,"Libre Initiative","Non Profit","Candidate Biography, Voting Record","Marco Rubio, Patrick Murphy",campaign,FLS2,2016,mixed,0,0,0,,"2016/09/14 8:54:09 UTC"
5746,PolAd_CatherineCortezMasto_go04b,https://archive.org/embed/PolAd_CatherineCortezMasto_go04b,"Libre Initiative","Non Profit","Education, Campaign Finance, Children","Catherine Cortez Masto",campaign,NVS2,2016,con,0,0,0,,"2016/09/14 8:53:43 UTC"
5748,PolAd_CatherineCortezMasto_kfvr9,https://archive.org/embed/PolAd_CatherineCortezMasto_kfvr9,"Libre Initiative","Non Profit","Education, Campaign Finance, Children","Catherine Cortez Masto",campaign,NVS2,2016,con,0,0,0,,"2016/09/14 8:52:55 UTC"
5804,PolAd_EvanBayh_a1sec,https://archive.org/embed/PolAd_EvanBayh_a1sec,"Senate Leadership Fund","Super PAC","Health Care, Voting Record","Evan Bayh",campaign,INS2,2016,con,0,0,0,,"2016/09/14 8:48:19 UTC"
5805,PolAd_DeborahRoss_yt3ag,https://archive.org/embed/PolAd_DeborahRoss_yt3ag,"Senate Leadership Fund","Super PAC",Education,"Deborah Ross",campaign,NCS2,2016,con,111,0,1,,"2016/09/14 8:47:21 UTC"
5806,PolAd_CatherineCortezMasto_o7x3c,https://archive.org/embed/PolAd_CatherineCortezMasto_o7x3c,"Senate Leadership Fund","Super PAC","Crime, Women, Criminal Justice","Catherine Cortez Masto",campaign,NVS2,2016,con,0,0,0,,"2016/09/14 8:46:26 UTC"
5839,PolAd_TedStrickland_RobPortman_jwf61,https://archive.org/embed/PolAd_TedStrickland_RobPortman_jwf61,"Strickland for Senate","Candidate Committee","Bankruptcy, Workers, Jobs","Rob Portman, Ted Strickland",campaign,OHS2,2016,mixed,0,0,1,,"2016/09/14 8:45:23 UTC"
5840,PolAd_TammyDuckworth_d9xbn,https://archive.org/embed/PolAd_TammyDuckworth_d9xbn,"Tammy for Illinois","Candidate Committee","Candidate Biography, Jobs, Military, Veterans, Medicare, Trade","Tammy Duckworth",campaign,ILS2,2016,pro,0,0,0,,"2016/09/14 8:44:26 UTC"
5841,PolAd_EvanBayh_727sl,https://archive.org/embed/PolAd_EvanBayh_727sl,"Evan Bayh Cmte","Candidate Committee","Taxes, Candidate Biography, Jobs, Welfare, Federal Budget","Evan Bayh",campaign,INS2,2016,pro,1,0,1,,"2016/09/14 8:43:29 UTC"
5842,PolAd_EvanBayh_HillaryClinton_5110l,https://archive.org/embed/PolAd_EvanBayh_HillaryClinton_5110l,"Friends of Todd Young","Candidate Committee","Candidate Biography, Congressional Rules","Evan Bayh, Hillary Clinton",campaign,INS2,2016,con,0,0,0,,"2016/09/14 8:42:33 UTC"
5807,PolAd_DonaldTrump_3wb7w,https://archive.org/embed/PolAd_DonaldTrump_3wb7w,"Correct The Record","Hybrid Super PAC","Women, Workers, Children","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/14 8:41:16 UTC"
5808,PolAd_KellyAyotte_DonaldTrump_5kq15,https://archive.org/embed/PolAd_KellyAyotte_DonaldTrump_5kq15,"Women Vote!","Super PAC","Abortion, Health Care, Voting Record","Donald Trump, Kelly Ayotte",campaign,NHS1,2016,con,726,0,1,,"2016/09/14 8:39:40 UTC"
5809,PolAd_MaggieHassan_9xthm,https://archive.org/embed/PolAd_MaggieHassan_9xthm,"Granite State Solutions","Super PAC","Taxes, State Budget","Maggie Hassan",campaign,NHS1,2016,con,436,0,1,,"2016/09/14 8:37:24 UTC"
5810,PolAd_PatrickMurphy_tqy80,https://archive.org/embed/PolAd_PatrickMurphy_tqy80,"Florida First Project","Super PAC","Energy, Environment, Candidate Biography","Patrick Murphy",campaign,FLS2,2016,con,0,0,0,,"2016/09/14 8:36:24 UTC"
5812,PolAd_TammyDuckworth_MarkKirk_x3vy1,https://archive.org/embed/PolAd_TammyDuckworth_MarkKirk_x3vy1,"Independent Voice for Illinois","Super PAC","Iran, Terrorism, Nuclear, Immigration, Homeland Security","Mark Kirk, Tammy Duckworth",campaign,ILS2,2016,mixed,0,0,0,,"2016/09/14 8:35:20 UTC"
5813,PolAd_DonaldTrump_nqka3,https://archive.org/embed/PolAd_DonaldTrump_nqka3,"Democratic National Cmte",PAC,"Candidate Biography, Legal Issues, Women, Elections","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/14 8:33:58 UTC"
5815,PolAd_DeborahRoss_DonaldTrump_qy8d8,https://archive.org/embed/PolAd_DeborahRoss_DonaldTrump_qy8d8,"Democracy for America",PAC,"Immigration, Crime, Civil Rights, Candidate Biography","Deborah Ross, Donald Trump",campaign,NCS2,2016,mixed,0,0,0,,"2016/09/14 8:30:31 UTC"
5816,PolAd_DonaldTrump_HillaryClinton_jy7ga,https://archive.org/embed/PolAd_DonaldTrump_HillaryClinton_jy7ga,"Hillary for America",Multiple,"Nuclear, Foreign Policy, Candidate Biography","Donald Trump, Hillary Clinton",campaign,PRES,2016,mixed,17,0,3,,"2016/09/14 8:29:31 UTC"
5819,PolAd_DonaldTrump_errj6,https://archive.org/embed/PolAd_DonaldTrump_errj6,"Hillary for America",Multiple,"Campaign Finance, Legal Issues, Education, Candidate Biography","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/14 8:27:36 UTC"
5820,PolAd_RonJohnson_2g40z,https://archive.org/embed/PolAd_RonJohnson_2g40z,"Ron Johnson for Senate",Multiple,"Children, Candidate Biography","Ron Johnson",campaign,WIS2,2016,pro,265,0,1,,"2016/09/14 8:25:55 UTC"
5821,PolAd_RonJohnson_8csud,https://archive.org/embed/PolAd_RonJohnson_8csud,"Ron Johnson for Senate",Multiple,"children, Candidate Biography, Families","Ron Johnson",campaign,WIS2,2016,pro,0,0,0,,"2016/09/14 8:23:05 UTC"
5822,PolAd_MarkKirk_DonaldTrump_y1x26,https://archive.org/embed/PolAd_MarkKirk_DonaldTrump_y1x26,"Kirk for Senate","Candidate Committee","Bipartisanship, Crime, Immigration","Donald Trump, Mark Kirk",campaign,ILS2,2016,mixed,0,0,0,,"2016/09/14 8:21:36 UTC"
5823,PolAd_TammyDuckworth_MarkKirk_tce35,https://archive.org/embed/PolAd_TammyDuckworth_MarkKirk_tce35,"Kirk for Senate","Candidate Committee","Ethics, Candidate Biography, Taxes, Legal Issues","Mark Kirk, Tammy Duckworth",campaign,ILS2,2016,mixed,0,0,0,,"2016/09/14 8:20:07 UTC"
5811,PolAd_MarcoRubio_1u902,https://archive.org/embed/PolAd_MarcoRubio_1u902,"Senate Majority PAC","Super PAC","Social Security, Medicare, Bankruptcy, Campaign Finance","Marco Rubio",campaign,FLS2,2016,con,274,0,1,,"2016/09/14 7:03:29 UTC"
5223,PolAd_JoeHeck_49uch,https://archive.org/embed/PolAd_JoeHeck_49uch,"Catherine Cortez Masto for Senate","Candidate Committee","Health Care, Abortion","Joe Heck",campaign,NVS2,2016,con,496,0,1,,"2016/09/14 4:59:25 UTC"
5313,PolAd_DonaldTrump_boaz6,https://archive.org/embed/PolAd_DonaldTrump_boaz6,MoveOn.org,"Hybrid Super PAC","Civil Rights, Immigration","Donald Trump",campaign,PRES,2016,con,7,0,5,,"2016/09/14 4:58:04 UTC"
5669,PolAd_KellyAyotte_75vml,https://archive.org/embed/PolAd_KellyAyotte_75vml,"Americans for Responsible Solutions PAC",Unknown,"Voting Record, Guns","Kelly Ayotte",campaign,NHS1,2016,con,0,0,0,,"2016/09/14 4:52:31 UTC"
5670,PolAd_KatieMcginty_m2b50,https://archive.org/embed/PolAd_KatieMcginty_m2b50,"National Republican Senatorial Cmte",PAC,Ethics,"Katie McGinty",campaign,PAS1,2016,con,154,0,1,,"2016/09/14 4:51:21 UTC"
5678,PolAd_KellyAyotte_DonaldTrump_4i586,https://archive.org/embed/PolAd_KellyAyotte_DonaldTrump_4i586,"Planned Parenthood Votes","Super PAC","Abortion, Women","Donald Trump, Kelly Ayotte",campaign,NHS1,2016,con,718,0,1,,"2016/09/14 4:49:03 UTC"
5684,PolAd_HillaryClinton_pv4pc,https://archive.org/embed/PolAd_HillaryClinton_pv4pc,"Donald J Trump For President","Candidate Committee","Candidate Biography, Civil Rights, Islam, Gays and Lesbians, Women","Hillary Clinton",campaign,PRES,2016,con,771,0,11,,"2016/09/14 4:47:54 UTC"
5687,PolAd_DonaldTrump_wq1pt,https://archive.org/embed/PolAd_DonaldTrump_wq1pt,"Hillary for America",Multiple,"Civil Rights, Immigration, Religion, Candidate Biography","Donald Trump",campaign,PRES,2016,con,1385,0,7,,"2016/09/14 4:46:52 UTC"
5699,PolAd_DonaldTrump_5a2ev,https://archive.org/embed/PolAd_DonaldTrump_5a2ev,"Priorities USA Action","Super PAC","Candidate Biography, Civil Rights","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/09/14 4:45:52 UTC"
5701,PolAd_HillaryClinton_DonaldTrump_6mkxr,https://archive.org/embed/PolAd_HillaryClinton_DonaldTrump_6mkxr,"Hillary for America",Multiple,"Education, Debt","Donald Trump, Hillary Clinton",campaign,PRES,2016,mixed,0,0,0,,"2016/09/14 4:44:01 UTC"
