wp_identifier,archive_id,embed_url,sponsors,sponsor_types,subjects,candidates,type,race,cycle,message,air_count,reference_count,market_count,transcript,date_ingested
439,PolAd_RandPaul_a81id,https://archive.org/embed/PolAd_RandPaul_a81id,"America's Liberty PAC","Super PAC",,"Rand Paul",campaign,KYS2,2016,unknown,0,0,0,"One idea that disrupts can change everything. One breakthrough that disrupts can change everything. One Republican who disrupts that can change everything too. Dr. Rand Paul. Running for President to defeat the Washington machine. To ignite a new economy and to unleash the American Dream. Too often when Republicans have won, we have squandered our victory by becoming part of the Washington machine. That's not who I am. The bold conservative who can win in 2016. Time for something different. Rand Paul for President. America's Liberty PAC is responsible for the content of this advertising.","2016/01/28 10:56:58 UTC"
437,PolAd_HillaryClinton_1dhmv,https://archive.org/embed/PolAd_HillaryClinton_1dhmv,"Hillary for America",Multiple,"Women, Families","Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"Supporters: I believe that she will win! I believe that she will win! I believe that she will win! Katy: I stand and I march with Hillary. I believe in her vision. I believe in her policies. I believe in equal rights for men, women, fight on, 2016 is right around the corner! Hillary: We are going to fight to the very end of this campaign. For you, for your families, for fairness, for justice, for the kind of America that every one of you deserves. Thank you and God bless you.","2016/01/28 10:55:36 UTC"
435,PolAd_JebBush_04b8b,https://archive.org/embed/PolAd_JebBush_04b8b,"Right to Rise USA","Super PAC","Taxes, State Budget","Jeb Bush",campaign,PRES,2016,unknown,0,0,0,"Who's toughest on spending? Fox News did the analysis and Jeb Bush had the best record. Billions in pork vetoed, eight budgets balanced and tax cuts every single year. Right to Rise USA is responsible for the content of this message.","2016/01/28 10:54:48 UTC"
434,PolAd_HillaryClinton_47bwg,https://archive.org/embed/PolAd_HillaryClinton_47bwg,Future45,"Super PAC",,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"Innocents executed. A terrorist haven unleashed. A nation in chaos. How did Libya get so bad? I was responsible for working on the policy both before and after the end of the Qaddafi regime. Responsible for a disaster, more threat, more war. I was responsible for quite a bit, Congressman. At least Hillary's record doesn't lie. Future45 is responsible for the content of this advertising.","2016/01/28 10:53:26 UTC"
992,PolAd_DonaldTrump_q0xji,https://archive.org/embed/PolAd_DonaldTrump_q0xji,"Our Principles PAC","Super PAC",Guns,"Donald Trump",campaign,PRES,2016,con,0,0,0,"Gun control? I'm all for it. I favor you have to go through a process. Look, there's nothing I like better than nobody has them. I hate the concept of guns. I'm not in favor of them. He was basically a Democrat. Basically a Democrat.","2016/01/28 10:42:05 UTC"
991,PolAd_DonaldTrump_0c8gf,https://archive.org/embed/PolAd_DonaldTrump_0c8gf,"Our Principles PAC","Super PAC",Abortion,"Donald Trump",campaign,PRES,2016,con,0,0,0,"Partial-birth abortion. Would President Trump ban partial-birth abortion. Well look I'm I'm very pro-choice. But you would not ban it? No. Or ban partial-abortion? No. I'm pro-choice in every respect. He was basically a Democrat.","2016/01/28 10:41:32 UTC"
993,PolAd_DonaldTrump_49a3h,https://archive.org/embed/PolAd_DonaldTrump_49a3h,"Our Principles PAC","Super PAC","Health Care","Donald Trump",campaign,PRES,2016,con,0,0,0,"Everybody's gotta be covered. This is an un-Republican thing for me to say. Universal health care. I am going to take care of everybody. Who pays for it? The government's gonna pay for it. The government's gonna pay for it. He was basically a Democrat. Basically a Democrat.","2016/01/28 10:41:00 UTC"
990,PolAd_DonaldTrump_HillaryClinton_72k9g,https://archive.org/embed/PolAd_DonaldTrump_HillaryClinton_72k9g,"Our Principles PAC","Super PAC","Abortion, Health Care","Donald Trump, Hillary Clinton",campaign,PRES,2016,con,95,0,3,"Our Principles PAC paid for and is responsible for the content of this advertising. Ourprinciplespac.com. How much do we really know about Donald Trump? On abortion. So you would not ban it. No. Or ban partial-birth abortion. I am pro-choice in every respect. On health care. Everybody's got to be covered. Universal health care. I am going to take care of everybody. Who pays for it? The government's gonna pay for it. Trump's even praised Hillary Clinton. Hillary has always surrounded herself with very good people. I think Hillary would do a good job. Can we trust Donald Trump?","2016/01/28 10:40:18 UTC"
994,PolAd_DonaldTrump_5p1tg,https://archive.org/embed/PolAd_DonaldTrump_5p1tg,"Our Principles PAC","Super PAC",Taxes,"Donald Trump",campaign,PRES,2016,con,0,0,0,"This tax would raise approximately 5.7 trillion. 14.25%. Donald Trump and I both agreed that there ought to be more taxation. He was basically a Democrat. Basically a Democrat.","2016/01/28 10:39:29 UTC"
995,PolAd_DonaldTrump_g90c5,https://archive.org/embed/PolAd_DonaldTrump_g90c5,"Our Principles PAC","Super PAC",Immigration,"Donald Trump",campaign,PRES,2016,con,86,0,21,"Donald Trump is skipping the last debate before the Iowa caucuses. Why? Trump can't handle tough questions like why he'd let millions of illegal immigrants stay in America and even supports a pathway to citizenship. You have to give them a path and you have to make it possible for them to succeed. You have to do that. How do you throw someone out that's lived in this country for 20 years? You just can't throw everybody out. And why does Trump support amnesty? Maybe because Trump makes big money off illegal immigrants. A federal court ruled that Trump's company hired illegal immigrants to help the construction process for Trump Tower. He even paid a million dollar fine. And his new hotel in Washington? The Washington Post interviewed about 15 laborers at the D.C. hotel site, reporting that many revealed they had entered the U.S. illegally. Amnesty for illegal immigrants. Big money for himself. Can conservatives trust Donald Trump? Our Principles PAC is responsible for the content of this advertising.","2016/01/28 10:38:41 UTC"
432,PolAd_HillaryClinton_MarcoRubio_xqc4d,https://archive.org/embed/PolAd_HillaryClinton_MarcoRubio_xqc4d,"Priorities USA","Non Profit","Negative Campaigning","Hillary Clinton, Marco Rubio",campaign,PRES,2016,unknown,0,0,0,"Trying earlier my marriage explaining to my wife why someone named Sallie Mae was taking $1,000 our bank account every month.","2016/01/28 10:34:54 UTC"
429,PolAd_JebBush_co8u6,https://archive.org/embed/PolAd_JebBush_co8u6,"Right to Rise USA","Super PAC","Jobs, Taxes","Jeb Bush",campaign,PRES,2016,unknown,0,0,0,"Who has the plan for jobs? Jeb. Tax cuts for the middle class. Eliminate special loopholes. An explosion in growth and new jobs. Jeb. Cut taxes. Grow America. Right to Rise USA is responsible for the content of this message.","2016/01/28 10:33:24 UTC"
428,PolAd_HillaryClinton_kyey0,https://archive.org/embed/PolAd_HillaryClinton_kyey0,Future45,"Super PAC",Alcohol,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"Refugees fleeing, terror in our streets. Hillary Clinton was secretary of state when it started but takes no responsibility. I don't think you can try any kind of straight line between whether or not something happened in Syria to Isis. Obama's failed to contain arises in Clinton's following blindly. We need to do what the president is doing now. Where will ISIS be after four more years of the same policies? Future45 is responsible for the content of this advertising.","2016/01/28 10:32:29 UTC"
463,PolAd_HillaryClinton_re8l0,https://archive.org/embed/PolAd_HillaryClinton_re8l0,"Hillary for America",Multiple,Women,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"On average women need to work an extra two hours each day to earn the same paycheck as their male coworkers. Join the fight for equal pay. Join the fight for Sarah and women everywhere. I'm Hillary Clinton and I approve this message.","2016/01/28 10:31:23 UTC"
462,PolAd_BenCarson_fx04m,https://archive.org/embed/PolAd_BenCarson_fx04m,"2016 Cmte","Super PAC",,"Ben Carson",campaign,PRES,2016,unknown,0,0,0,"One of the goals of those who want to fundamentally change our nation is to pull our nation apart. They've created the perception that there was a war on women, there's race wars, there's income wars, there's age wars, there's religious wars. That Democrats hate Republicans, that Republicans hate Democrats. What's truly important is our unity and we have a lot more that unites us than the things that divide us.","2016/01/28 10:30:24 UTC"
987,PolAd_MikeHuckabee_HillaryClinton_na6hr,https://archive.org/embed/PolAd_MikeHuckabee_HillaryClinton_na6hr,"Huckabee For President","Candidate Committee",,"Hillary Clinton, Mike Huckabee",campaign,PRES,2016,pro,21,0,5,"Hello. Sioux City. Your Woodbury County Supper Club has quite a cute baby. Try the pork chops. Baked beans. Just as good as Pizza Ranch and Le Mars ice cream. Hello. Ankeny. Arctic blasts, sub-zero chills, campaigning is a dream. I got frostbite. Gangrene. Iowans are not for sale. They're stubborn and picky. There's just no difference between Obama and Hillary. Hello from the Caucus Night. If Bernie wins I'm gonna die. This crazy circus. It's gone cuckoo-ca-choo and Huckabee is the guy who's long overdue. Hello Iowa Caucus night. We've called and knocked a thousand times to say this election, it's all gone insane. Huckabee's honest. Time to board the train today. Hello. Davenport. Amish chairs, Casey's jerky. Quad Cities has quite a port. Cedar Rapids. Czech Village. Corn and coffee politics. A selfie-stick image. There's a difference between Huck and the other fifteen. Hello from the Caucus Night. If Bernie wins I'm gonna die. This crazy circus. It's gone cuckoo-ca-choo and Huckabee is the guy who's long overdue. Hello Iowa Caucus night. We've called and knocked a thousand times to say this election, it's all gone insane. Huckabee's honest. Time to board the train today.","2016/01/28 10:26:20 UTC"
455,PolAd_MarcoRubio_15urf,https://archive.org/embed/PolAd_MarcoRubio_15urf,"Keep the Promise I","Super PAC",,"Marco Rubio",campaign,PRES,2016,unknown,0,0,0,"I know I have a debate but I gotta get this fantasy football thing right.","2016/01/28 10:23:02 UTC"
452,PolAd_RandPaul_TedCruz_LindseyGraham_5vfso,https://archive.org/embed/PolAd_RandPaul_TedCruz_LindseyGraham_5vfso,"America's Liberty PAC","Super PAC",,"Lindsey Graham, Rand Paul, Ted Cruz",campaign,KYS2,2016,unknown,0,0,0,"Sunday, Sunday, Sunday. Get ready America for the biggest brawl for liberty of the century. Meet the biggest rivals. Defendor of freedom Senator Rand Paul versus the head of the Washington spy machine Barack Obama and his so-called conservative accomplices. The capitulating Canadian Ted Cruz and kids we haven't forgotten about you. Watch as we heat things up real quick real quick as Senator Lindsey Graham tries to read your emails while doing donuts in a 1997 Geo Metro. Whoa, it's on fire. Watch them battle it out on the floor of the United States Senate. The brawl for liberty. This Sunday, Sunday, Sunday. Don't miss it.","2016/01/28 10:19:21 UTC"
449,PolAd_DonaldTrump_JebBush_gsj99,https://archive.org/embed/PolAd_DonaldTrump_JebBush_gsj99,"Right to Rise USA","Super PAC",,"Donald Trump, Jeb Bush",campaign,PRES,2016,unknown,0,0,0,"We lose everywhere. Murders, crime, bleak. Very, very stupid people. You're finished. The American Dream is dead. Give me a break. My message will be an optimistic one because I am certain that we can make the decades just ahead the greatest time ever to be alive in this world. That chance, that hope requires the best that is in us. We will lift our sights again. Make opportunity common again. Growth that makes a difference for everyone. It's possible. It can be done. So many challenges can be overcome if we get a few big things right. We can make life better for millions of people in this nation where every life matters and everyone has the right to rise.","2016/01/28 10:18:16 UTC"
453,PolAd_JebBush_2gr9m,https://archive.org/embed/PolAd_JebBush_2gr9m,"Right to Rise USA","Super PAC","Jobs, State Budget, Education, Taxes","Jeb Bush",campaign,PRES,2016,unknown,0,0,0,"As Governor, he helped create 1.3 million new jobs. He vetoed billions in government spending. He cut taxes $19 billion dollars, balanced 8 budgets, and shrank state government. He took on unions and won with new accountability and over 200 new charter schools. The state was Florida. The governor was Jeb Bush. Proven conservative. Real results. Jeb Right to Rise USA is responsible for the content of this message.","2016/01/28 10:11:43 UTC"
484,PolAd_DonaldTrump_BenCarson_6rzjk,https://archive.org/embed/PolAd_DonaldTrump_BenCarson_6rzjk,"2016 Cmte","Super PAC","Negative Campaigning","Ben Carson, Donald Trump",campaign,PRES,2016,unknown,0,0,0,"So headline: Trump falls to second place in iowa behind Ben Carson. All day-long, my head, I turn on the television. Headline: Donald Trump has fallen to second place. The thing with Ben, he's got a very good PAC and he's got people running his PAC and in my opinion he's got people from all over Iowa from his PAC. I was very surprised to see the numbers. You know, I had a lead and it sort of flip-flopped a little bit with Ben Carson.","2016/01/28 10:10:50 UTC"
482,PolAd_TedCruz_f8to1,https://archive.org/embed/PolAd_TedCruz_f8to1,"Keep the Promise I","Super PAC",,"Ted Cruz",campaign,PRES,2016,unknown,0,0,0,"The biggest divide we have in this country, it's not between Republicans and Democrats. The biggest divide we have in this country is between career politicians in Washington and the American people. So if you have a candidate who stood against Democrats, that's great. When have you been willing to stand up against Republicans. We need to run a populist campaign standing for hard-working men and women. We need to take the power out of Washington and bring it back to the American people. Keep the Promise I is responsible for the content of this advertising.","2016/01/28 10:09:59 UTC"
480,PolAd_HillaryClinton_6b5u2,https://archive.org/embed/PolAd_HillaryClinton_6b5u2,"Hillary for America",Multiple,Women,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"Hillary: Why, Hillary! How are you today? Hillary: I'm so happy you could come to Nashua! Thank you! You're welcome. Hillary: How are you enjoying your run for president? Good. Do you want to tell her your first rule? Ice cream for dinner. Hillary: Every night or just on weekends? Just on weekends. Hillary: Just on weekends. That's a sensible rule. I like that. Thank you for being a role model. Hillary: Oh, I thank you so much. She wants to be the first girl president. Hillary: I will do everything I can to make it easier for you, okay? Thank you. Hillary: You're welcome.","2016/01/28 10:08:58 UTC"
478,PolAd_TedCruz_455fd,https://archive.org/embed/PolAd_TedCruz_455fd,"Keep the Promise I","Super PAC",,"Ted Cruz",campaign,PRES,2016,unknown,8,0,6,"The questions that have been asked so far in this debate illustrate why the American people don't trust the media. The questions that are being asked shouldn't be trying to get people to tear into each other. How about talking about the substantive issue people care about? When millions of Americans rose up against Obamacare, I was proud to lead that fight. When millions of Americans rose up against amnesty, I was proud to lead that fight. When millions of Americans rose up against Planned Parenthood, I was proud to lead that fight. Big government benefits the wealthy. It benefits the lobbyists, it benefits the giant corporations and the people who are getting hammered are small businesses. It's single moms. It's Hispanics. That is who I'm fighting for. The people that Washington leaves behind.","2016/01/28 10:08:20 UTC"
472,PolAd_HillaryClinton_1w7i8,https://archive.org/embed/PolAd_HillaryClinton_1w7i8,"Hillary for America",Multiple,Income,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"The top 25 hedge fund managers make more than all the kindergarten teachers in America combined. Join the fight for higher incomes. Join the fight for Cheryl. I'm Hillary Clinton and I approve this message.","2016/01/28 10:02:47 UTC"
485,PolAd_HillaryClinton_n0227,https://archive.org/embed/PolAd_HillaryClinton_n0227,"Keep the Promise I","Super PAC",,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"We haven't seen anything like this since the Nineties. They look so lifeless. Well they've been through a lot: Email scandals, questionable donations from foreign governments, cronyism. Even pantsuits. So awful. What's the diagnosis? Clinton Fatigue.","2016/01/28 10:02:05 UTC"
470,PolAd_TedCruz_vl4bk,https://archive.org/embed/PolAd_TedCruz_vl4bk,"Keep the Promise I","Super PAC",,"Ted Cruz",campaign,PRES,2016,unknown,15,0,4,"When we launched our campaign the Washington Post quickly opined, Cruz cannot win because the Washington elites despise him. I kinda thought that was the whole point of the campaign. If you think things are going great in Washington, we need to keep going in the same direction. Maybe just fiddle around the edges. Then I ain't your guy. On the other hand, if you think Washington is fundamentally broken. That there is a bipartisan corruption of career politicians in both parties that get in bed with the lobbyists and grow and grow and grow government, and we need to take power out of Washington and back to we the people, that is what this campaign is all about.","2016/01/28 10:01:07 UTC"
474,PolAd_TedCruz_k9yna,https://archive.org/embed/PolAd_TedCruz_k9yna,"Keep the Promise I","Super PAC",,"Ted Cruz",campaign,PRES,2016,unknown,0,0,0,"The best line of the entire debate. The questions that have been asked so far in this debate illustrate why the American people don't trust the media. I've never tested in any primary debate a line that scored as well as this. And what I think was the line of tonight's GOP debate. He schooled the media. The questions that are being asked shouldn't be trying to get people to tear into each other. This is not a cage match. I would argue you changed the entire trajectory of that debate. He kind of put them in order. How about talking about the substantive issues people care about?","2016/01/28 9:59:35 UTC"
475,PolAd_JebBush_MarcoRubio_kz96h,https://archive.org/embed/PolAd_JebBush_MarcoRubio_kz96h,"Conservative Solutions PAC","Super PAC",,"Jeb Bush, Marco Rubio",campaign,PRES,2016,unknown,0,0,0,"I'm not good, you know, playing at something I'm not. I am his friend and he's mine and I'm never going to disparage him. Marco Rubio's my favorite because we have a close relationship I admire him greatly. He's probably the most articulate conservative elected official on the scene today. What Marco has i think is something that the Republican party needs to have which is a hopeful optimistic message based on our principles. I'm not good, you know, playing at something I'm not. I am his friend and he's mine and I'm never going to disparage him.","2016/01/28 9:54:48 UTC"
506,PolAd_HillaryClinton_md5ka,https://archive.org/embed/PolAd_HillaryClinton_md5ka,"Priorities USA","Non Profit","Candidate Biography, Families","Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"I will get up every day thinking about the families of America like the family that I came from with a hard working dad who started a small business and scrimped and saved and gave us a good middle-class life","2016/01/28 9:53:31 UTC"
505,PolAd_BernieSanders_nhg6k,https://archive.org/embed/PolAd_BernieSanders_nhg6k,"Bernie 2016","Candidate Committee",,"Bernie Sanders",campaign,PRES,2016,unknown,0,0,0,"The question is, if Planned Parenthood was more associated with men's healthcare would there be the kind of controversy that we're seeing right now? Let me take it a step further: If men were the people giving birth to babies there would not be a lot of discussion regarding the right to choice. [applause]","2016/01/28 9:52:04 UTC"
504,PolAd_BenCarson_b4bfe,https://archive.org/embed/PolAd_BenCarson_b4bfe,"2016 Cmte","Super PAC",,"Ben Carson",campaign,PRES,2016,unknown,0,0,0,"Characteristics that I would like to see the president would be, number one, honesty. Number two would be somebody that actually does what they promised are gonna do. Number three would have to be somebody that's got knowledge and leadership because it's not just what you know but that you can get it done. Probably number for would be then somebody that can work with people because, you know, it's built on compromise. You've gotta compromise, you've gotta work together and the candidate that I see the most of that in would be Ben Carson. I'm looking forward to hearing him and hearing the ideas that he'd like to put forth. So that would be the one I'm most interested in.","2016/01/28 9:50:55 UTC"
503,PolAd_MikeHuckabee_2shjw,https://archive.org/embed/PolAd_MikeHuckabee_2shjw,"Huckabee For President","Candidate Committee",,"Mike Huckabee",campaign,PRES,2016,unknown,0,0,0,"Bull riding. It takes every ounce of strength, determination and grit to hang on for eight full seconds. Americans have been hanging on with everything they've got for the last eight years and they've still wound up in the dirt. Americans first. MIke Huckabee for president.","2016/01/28 9:44:54 UTC"
508,PolAd_HillaryClinton_8xjlb,https://archive.org/embed/PolAd_HillaryClinton_8xjlb,"Priorities USA","Non Profit","Families, Income","Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"It works when middle-class families get a raise. That will be my mission from my first day as president to the last.","2016/01/28 9:43:47 UTC"
501,PolAd_HillaryClinton_5umq3,https://archive.org/embed/PolAd_HillaryClinton_5umq3,"Hillary for America",Multiple,,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"My name is Zach Wahls. I'm a 6th generation Iowan. Most people probably know me as that guy from YouTube with two moms. It's very easy to think that gay marriage is legal and this is basically over but in many states in this country it is still legal to fire someone because they're gay. To deny them housing or credit access. This is not over and this is not done. Hillary Clinton understands that. We need a president who's going to affirm that families like mine have a place in this society, going to a affirm the inherent worth and dignity of all LGBTQ people. A fighter for all Americans not just some Americans. And we need a president who's not only going to protect the gainst that we've made but who's going to continue to fight for more progress. And I think Hillary Clinton is going to be that president.","2016/01/28 9:42:57 UTC"
502,PolAd_HillaryClinton_0zoin,https://archive.org/embed/PolAd_HillaryClinton_0zoin,"Priorities USA","Non Profit","Job Accomplishments","Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"As Secretary of State, she stood strong for America, traveling almost a million miles, never backing down. But now Republicans are playing politics over Benghazi. Everybody thought Hillary Clinton was unbeatable but we put together a Benghazi special committee, a select committee. What are her numbers today? Republicans can play political games but Hillary Clinton will always stand strong for us. Priorities USA Action is responsible for the content of this advertising.","2016/01/28 9:42:05 UTC"
494,PolAd_JohnKasich_HillaryClinton_0zjvr,https://archive.org/embed/PolAd_JohnKasich_HillaryClinton_0zjvr,"New Day For America","Super PAC","Government Efficiency","Hillary Clinton, John Kasich",campaign,PRES,2016,unknown,0,0,0,"Hillary Clinton will always stand strong for us. Franklin Delano Roosevelt once said I asked a judge me by the enemies I have made. You've all made a few people upset over your political careers. Which enemy are you most proud of? Probably the Republicans. Is that where this country's going? The leading candidate for the Democratic nomination is bragging about the fact that Republicans don't like her and she's proud of that? I gotta tell you that's a disgrace. I don't ever want to brag about the fact that I can't get along with people I want to talk about putting the country back together again.","2016/01/28 9:41:12 UTC"
492,PolAd_MikeHuckabee_i1z44,https://archive.org/embed/PolAd_MikeHuckabee_i1z44,"Huckabee For President","Candidate Committee",,"Mike Huckabee",campaign,PRES,2016,unknown,0,0,0,"Twas the night before Christmas and liberals were smiling, free phones and health care Santa Obama was conniving. With American jobs scarce what better way to show care, than to sprinkle good citizens with the hope of welfare. But Clinton's people were anxious, and frigid, cold as ice worried the democratic playbook needed much much more spice. Hillary's top henchmen yelled at her high-priced attorney, what will it take to stop this crazy old man named Bernie. Let's promise the incredible, new programs and big dreams, put costs and worry aside we're going to extremes. Free college, food and housing, there's no room for criticism, we are democrats and we believe in socialism , so remember this Christmas when you gather round the tree, shiny Washington handouts are most certainly not free, and if by chance you whisper into the real Santa's ear, ask for one simple wish get the liberals out of here.","2016/01/28 9:40:16 UTC"
986,PolAd_MarcoRubio_HillaryClinton_fqdx4,https://archive.org/embed/PolAd_MarcoRubio_HillaryClinton_fqdx4,"Marco Rubio for President","Candidate Committee",,"Hillary Clinton, Marco Rubio",campaign,PRES,2016,mixed,944,0,7,"America is exceptional. Every generation before us met the great challenges of their time. But after seven long years of this President, we feel our country slipping away. This election is about defeating Hillary Clinton and about saving what makes America unique. I'm Marco Rubio. I approved this message and I'm asking for your vote so we can leave our children what our parents left us. The single greatest nation in all mankind.","2016/01/28 9:37:29 UTC"
490,PolAd_HillaryClinton_p40xq,https://archive.org/embed/PolAd_HillaryClinton_p40xq,"Priorities USA","Non Profit","Candidate Biography","Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"Eleven hours, 11 hours the former secretary of state sat there. The questioning was largely hostile and angry disrespectful toward her, toward her office, to the casualties of Benghazi that day. She has been composed, she has command of her facts. She was polished and her basic demeanor and approach was if you want to ask me these questions for the eighth time I will answer them for an eighth time. she's going through a trial by fire and she's come out of both the debate and and today extremely well...It was a TKO for Hillary Clinton. It wasn't even a close call.","2016/01/28 9:35:13 UTC"
489,PolAd_DonaldTrump_o8aiv,https://archive.org/embed/PolAd_DonaldTrump_o8aiv,"Priorities USA","Non Profit",,"Donald Trump",campaign,PRES,2016,unknown,0,0,0,,"2016/01/28 9:32:53 UTC"
499,PolAd_MartinOmalley_DonaldTrump_HillaryClinton_om7iz,https://archive.org/embed/PolAd_MartinOmalley_DonaldTrump_HillaryClinton_om7iz,"Generation Forward","Super PAC","Negative Campaigning","Bernie Sanders, Donald Trump, Hillary Clinton, Martin O'Malley",campaign,PRES,2016,unknown,0,0,0,"I'm going to dial it right up to a ten. Go right ahead. We're doomed. We need a revolution. Oh who am I kidding. Buckle up America because the Clinton's are back. You're fired. You're fired. Look, here's the bottom line. I'm just like you. A regular joe but better. There's a big difference between entertainment and presidential leadership. We need to speak to the goodness within our country.","2016/01/28 9:30:41 UTC"
527,PolAd_BenCarson_6neor,https://archive.org/embed/PolAd_BenCarson_6neor,"2016 Cmte","Super PAC","Foreign Policy, Iran, Islam","Ben Carson",campaign,PRES,2016,unknown,0,0,0,"The Russians are conducting military operations in the Middle East for the first time since world War II. So that's leading Steve? Steve , we have a different definition of leadership. My definition of leadership would be leading on climate change, an international accord that potentially we'll get in Paris. My definition of leadership is mobilizing the entire world's humanity to make sure that Iran doesn't get a nuclear weapon.","2016/01/28 9:29:08 UTC"
496,PolAd_MartinOmalley_gsu7x,https://archive.org/embed/PolAd_MartinOmalley_gsu7x,"O'Malley For President","Candidate Committee",,"Martin O'Malley",campaign,PRES,2016,unknown,3,0,3,,"2016/01/28 9:28:26 UTC"
528,PolAd_LindseyGraham_7ybt1,https://archive.org/embed/PolAd_LindseyGraham_7ybt1,"Lindsey Graham 2016","Candidate Committee","Military, Homeland Security, Foreign Policy","Lindsey Graham",campaign,SCS2,2016,unknown,0,0,0,"He grew up in the back room of the bar. Lost both parents by 22. Took responsibility, helped to raise his younger sister. Worked hard and finished school. Served 33 years in the military. Traveled thirty five times the war zones in the Middle East. Lindsey Graham the one leader to keep America and your family safe and defeat our enemies abroad because in a dangerous world experience matters. I'm Lindsey Graham and I approve this message.","2016/01/28 9:27:20 UTC"
529,PolAd_MartinOmalley_DonaldTrump_6yisw,https://archive.org/embed/PolAd_MartinOmalley_DonaldTrump_6yisw,"Generation Forward","Super PAC","Job Accomplishments","Donald Trump, Martin O'Malley",campaign,PRES,2016,unknown,0,0,0,"Tired of all the talk? Martin O'Malley is different. Marriage equality, raising the minimum wage, passing the DREAM Act ,expanding voting rights, making college more affordable, and Martin O'Malley has a fifteen-point plan to rebuild the American Dream. With debt-free college, clean energy, reining in Wall Street and getting big money out of politics. Enough talk. America needs a President who will get things done. Martin O'Malley. Actions, not words.","2016/01/28 9:26:28 UTC"
526,PolAd_TedCruz_MarcoRubio_7h2vs,https://archive.org/embed/PolAd_TedCruz_MarcoRubio_7h2vs,"Courageous Conservatives PAC","Super PAC",Immigration,"Marco Rubio, Ted Cruz",campaign,PRES,2016,unknown,0,0,0,"When Marco Rubio teamed up with John McCain, Chuck Schumer, Lindsey Graham, and Bob Menendez to push his Gang of 8 amnesty scheme, he said he wanted to secure the border. But then Rubio voted against every border security amendment Ted Cruz and Jeff Sessions proposed. Everyone. It was part of the deal Rubio made with Obama. No amendments, even on border security. Ted Cruz was only in the Senate a few weeks but it was his leadership that stopped the Obama Rubio Gang of 8 amnesty bill. Ted Cruz. Secure the border. No welfare for illegal aliens. No path to citizenship. Enforce, improve and strengthen current laws. Marco Rubio betrayed our trust, failed us and he's done nothing since coming to Washington but push for amnesty Ted Cruz for President. Now before it's too late. Courageous Conservatives PAC paid for this ad and is solely responsible for its contents. Not authorized by any candidate or candidate committee. Courageousconservativespac.com.","2016/01/28 9:24:59 UTC"
522,PolAd_BenCarson_qb5o7,https://archive.org/embed/PolAd_BenCarson_qb5o7,"Carson America","Candidate Committee",,"Ben Carson",campaign,PRES,2016,unknown,0,0,0,"My husband and I decided that we wanted to have a child together. Five months into the pregnancy we found out that my daughter had Dandy Walker syndrome. After talking with four different neurologists I got differing opinions; it be better to terminate the pregnancy and start again. I did a lot of research on the internet and found out that Ben Carson was a pediatric neurologist. He had done the most research in the entire country, actually, probably, in the entire world. I called up his office and found out that my insurance would not cover it. He got on the phone with me and told me that I could send the CAT scans directly to him. Once I talk to him I felt much more confident that my daughter will be ok. He was telling me that you have to have faith, God gives you what you can handle. With his guidance, I was able to make the right decision to continue with the pregnancy. I am Ben Carson and I approve this message. Paid for by Carson America.","2016/01/28 9:24:02 UTC"
521,PolAd_JohnKasich_HillaryClinton_ievx1,https://archive.org/embed/PolAd_JohnKasich_HillaryClinton_ievx1,"Kasich for America","Candidate Committee","Negative Campaigning","Hillary Clinton, John Kasich",campaign,PRES,2016,unknown,0,0,0,"You've all made a few people upset over your political careers. Which enemy are you most proud of? Probably the Republicans. Is that where this country's going? The leading candidate for the Democratic nomination is bragging about the fact that Republicans don't like her and she's proud of that? I gotta tell you that's a disgrace. I don't ever want to brag about the fact that I can't get along with people I want to talk about putting the country back together again. Do you want the election that badly? If that's how bad do you want it you shouldn't have it.","2016/01/28 9:23:02 UTC"
525,PolAd_HillaryClinton_acm8h,https://archive.org/embed/PolAd_HillaryClinton_acm8h,"Priorities USA","Non Profit",Guns,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"This epidemic of gun violence knows no limits of any kind. How many people have to die before we actually act?","2016/01/28 9:22:21 UTC"
523,PolAd_HillaryClinton_pznr0,https://archive.org/embed/PolAd_HillaryClinton_pznr0,"Priorities USA","Non Profit",Immigration,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"We can't wait any longer for a path to full and equal citizenship.","2016/01/28 9:21:37 UTC"
519,PolAd_HillaryClinton_43ghj,https://archive.org/embed/PolAd_HillaryClinton_43ghj,"Priorities USA","Non Profit",Immigration,"Hillary Clinton",campaign,PRES,2016,unknown,0,0,0,"I will fight for comprehensive immigration reform and a path to citizenship for you and for your families across our country.","2016/01/28 9:21:07 UTC"
